URI	instances	micro-precision	micro-recall	micro-F1
http://dbpedia.org/resource/Les_Miles	3	1.0	0.3333333333333333	0.5
http://dbpedia.org/resource/United_States_Department_of_Education	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Christine_Mann	1	1.0	1.0	1.0
http://dbpedia.org/resource/China_Times	1	1.0	1.0	1.0
http://dbpedia.org/resource/Occupational_safety_and_health	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Bobby_Wyatt	1	1.0	1.0	1.0
http://dbpedia.org/resource/Jon_A._Husted	1	1.0	1.0	1.0
http://dbpedia.org/resource/Libertyville,_Illinois	1	1.0	1.0	1.0
http://dbpedia.org/resource/Oakland_County,_Michigan	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Alexandru_Ivan	1	1.0	1.0	1.0
http://dbpedia.org/resource/Arizona_Cardinals	3	0.3333333333333333	0.3333333333333333	0.3333333333333333
http://dbpedia.org/resource/Élie_Baup	1	1.0	1.0	1.0
http://aksw.org/notInWiki/National_Association_of_Student_Financial_Aid_Administrators	1	1.0	1.0	1.0
http://dbpedia.org/resource/Dan_Rooney	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Capital_Art_Center	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Protect_Our_Jobs	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Chris_Enochs	1	1.0	1.0	1.0
http://dbpedia.org/resource/Hoover,_Alabama	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Hanwha_Group	1	1.0	1.0	1.0
http://dbpedia.org/resource/Action_News	1	1.0	1.0	1.0
http://dbpedia.org/resource/West_Virginia	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Ministry_of_Foreign_Affairs_(Republic_of_China)	1	1.0	1.0	1.0
http://dbpedia.org/resource/Romeo_Crennel	1	1.0	1.0	1.0
http://dbpedia.org/resource/Quincy_High_School_(Massachusetts)	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Changi_Experience_Agents	1	0.3333333333333333	1.0	0.5
http://aksw.org/notInWiki/Greg_Shipley	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jaycee_Caylor	1	1.0	1.0	1.0
http://dbpedia.org/resource/Great_Britain	1	1.0	1.0	1.0
http://dbpedia.org/resource/Virtual_world	1	1.0	1.0	1.0
http://dbpedia.org/resource/Mike_Van_Diest	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Terry_Hackney	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Hu_Zhanfan	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Hawaii_Cattlemens_Council	1	1.0	1.0	1.0
http://dbpedia.org/resource/Central_Intelligence_Agency	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Mayo_Clinic	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Amina	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Freddy_Lim	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Dennis_Virag	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Rangeley_Lakes_Heritage_Trust	1	1.0	1.0	1.0
http://dbpedia.org/resource/Maplecroft	1	1.0	1.0	1.0
http://dbpedia.org/resource/Major_League_Baseball	2	0.5	0.5	0.5
http://dbpedia.org/resource/Michelle_Rhee	1	1.0	1.0	1.0
http://dbpedia.org/resource/Beijing	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Claudio_Sabatini	1	1.0	1.0	1.0
http://dbpedia.org/resource/Charles_E._Summers,_Jr.	1	1.0	1.0	1.0
http://dbpedia.org/resource/Detroit	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Frank_Bajak	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/European_Commission	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Laura_Coale	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Chris_Stadelman	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jackson_County_Volleyball	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Council_Desmond_Thomas_Cashier_%27s_Office	1	1.0	1.0	1.0
http://dbpedia.org/resource/Eslite_Bookstore	1	1.0	1.0	1.0
http://dbpedia.org/resource/Alex_Rigopulos	1	1.0	1.0	1.0
http://dbpedia.org/resource/Communist_Party_of_China	1	1.0	1.0	1.0
http://aksw.org/notInWiki/David_Neustadt	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Ed_Tolley	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Andy_Hall	1	1.0	1.0	1.0
http://dbpedia.org/resource/Cathy_L._Lanier	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Heather_Taylor-Miesle	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Frank_Bennack_Jr	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Steve_Peoples	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Chi_Hui-jung	1	1.0	1.0	1.0
http://dbpedia.org/resource/John_Terry	1	1.0	1.0	1.0
http://aksw.org/notInWiki/YWCA_board_of_directors	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jon_Hurst	1	1.0	1.0	1.0
http://dbpedia.org/resource/Leland_Yee	1	1.0	1.0	1.0
http://aksw.org/notInWiki/John_Hersom	1	0.3333333333333333	1.0	0.5
http://dbpedia.org/resource/Jesse_Jackson,_Jr.	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Miriam_Adelson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Planned_Parenthood	1	1.0	1.0	1.0
http://dbpedia.org/resource/G%C3%A1bor_Vona	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jean_Beauchesne	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Marcia_McBrien	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/National_Center_for_Health_Statistics	1	1.0	1.0	1.0
http://dbpedia.org/resource/John_Legend	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Tim_Richards	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chevron_Corporation	1	1.0	1.0	1.0
http://dbpedia.org/resource/Federal_Bureau_of_Investigation	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Halekulani_PR	1	1.0	1.0	1.0
http://dbpedia.org/resource/Department_for_Education	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Sports_Medicine_and_Shoulder_Service	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jonathan_Roth	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Justin_Ford	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Emma_Veary	1	1.0	1.0	1.0
http://dbpedia.org/resource/Bridgemont_Community_and_Technical_College	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Environmental_Entrepreneurs	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/United_States_Department_of_Justice	1	1.0	1.0	1.0
http://dbpedia.org/resource/Céline_Dumerc	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Manchester_City_F.C.	2	1.0	1.0	1.0
http://aksw.org/notInWiki/Connecticut_Huskies_women%27s_basketball	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Manuel_Pastor	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Brian_Smith_(Coach)	1	1.0	1.0	1.0
http://dbpedia.org/resource/Insurance_Institute_for_Highway_Safety	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Robin_Hasse	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Chris_Lin	1	1.0	1.0	1.0
http://dbpedia.org/resource/Lewis_County,_West_Virginia	1	1.0	1.0	1.0
http://dbpedia.org/resource/Carolina_Panthers	1	0.3333333333333333	1.0	0.5
http://aksw.org/notInWiki/Lars_Jonassen_(Coach)	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Bud_Bunce	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Hu_Yu-wei	1	1.0	1.0	1.0
http://aksw.org/notInWiki/B.C._Civil_Rights_Association	1	1.0	1.0	1.0
http://dbpedia.org/resource/Washington,_D.C.	3	1.0	0.6666666666666666	0.8
http://aksw.org/notInWiki/Sweetgrass_Farm_Winery_%26_Distillery	1	1.0	1.0	1.0
http://dbpedia.org/resource/Victor_Mendez	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Roger_Federer	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Lawrence_Ulrich	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Sheila_Pinette	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Corrie_Holloway	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Kieve-Wavus	1	1.0	1.0	1.0
http://dbpedia.org/resource/ESPN_(United_States)	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Jonelle_Kearney	1	1.0	1.0	1.0
http://aksw.org/notInWiki/University_of_Chile_Student_Federation	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Carnival_Corporation_%26_PLC	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Justin_Draeger	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Steve_Smith_(wide_receiver,_born_1979)	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Delta_Air_Lines	1	1.0	1.0	1.0
http://dbpedia.org/resource/Kentucky_Wildcats	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Hu_Jintao	1	1.0	1.0	1.0
http://dbpedia.org/resource/Mogadishu	1	1.0	1.0	1.0
http://dbpedia.org/resource/China_National_Offshore_Oil_Corporation	1	1.0	1.0	1.0
http://dbpedia.org/resource/Denver	3	1.0	0.6666666666666666	0.8
http://aksw.org/notInWiki/Keith_Johnson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Brandon_Belt	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chris_Gayle	1	1.0	1.0	1.0
http://dbpedia.org/resource/Harmonix_Music_Systems	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Glenn_Hong	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Lee_Rainie	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Maine_Renewable_Energy	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Lo_Fu-chen	1	1.0	1.0	1.0
http://dbpedia.org/resource/Geno_Auriemma	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Liza_Earle	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chang_Sung-taek	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Evercore_Partners	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Eric_Gregory	1	1.0	1.0	1.0
http://dbpedia.org/resource/Jerry_Rice	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Joey_Cabell	1	1.0	1.0	1.0
http://dbpedia.org/resource/United_States_Army	1	1.0	1.0	1.0
http://dbpedia.org/resource/France_national_football_team	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Brooklyn	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Anthony_Majestro	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Liza_Cordeiro	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Middle_East_analysis_Control_Risks	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Manuel_Moroun	1	1.0	1.0	1.0
http://dbpedia.org/resource/Bed_Bath_%26_Beyond	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Alan_Spinniken	1	1.0	1.0	1.0
http://dbpedia.org/resource/Josh_Beckett	3	1.0	1.0	1.0
http://aksw.org/notInWiki/Lynitrah_Woodson	1	1.0	1.0	1.0
http://dbpedia.org/resource/L.L.Bean	1	1.0	1.0	1.0
http://dbpedia.org/resource/U.S._Chemical_Safety_and_Hazard_Investigation_Board	1	1.0	1.0	1.0
http://dbpedia.org/resource/Kurla	1	1.0	1.0	1.0
http://dbpedia.org/resource/John_Calipari	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Hearst_Corporation	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Stanford_Design_Program	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Becky	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Christopher_Clark	1	1.0	1.0	1.0
http://dbpedia.org/resource/George_Tenet	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Drew_Karedes	1	1.0	1.0	1.0
http://dbpedia.org/resource/Peter_O'Malley	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Eagle_View_Farms	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Dave_Nagle	1	1.0	1.0	1.0
http://dbpedia.org/resource/Portland,_Maine	3	0.6666666666666666	0.6666666666666666	0.6666666666666666
http://dbpedia.org/resource/Brad_Pitt	1	1.0	1.0	1.0
http://dbpedia.org/resource/Eneco_Tour	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Maine_Center_for_Disease_Control	1	1.0	1.0	1.0
http://dbpedia.org/page/Nebraska_Cornhuskers_football	1	1.0	1.0	1.0
http://dbpedia.org/resource/Jennifer_Aniston	1	1.0	1.0	1.0
http://dbpedia.org/resource/Edwards_Air_Force_Base	1	1.0	1.0	1.0
http://dbpedia.org/resource/Joint_Chiefs_of_Staff	3	1.0	0.6666666666666666	0.8
http://aksw.org/notInWiki/Dan_Tilkin	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Kyle_Olson	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Republican_Party_of_Kentucky	3	0.5	0.3333333333333333	0.4
http://aksw.org/notInWiki/East_Jackson	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Karin	1	1.0	1.0	1.0
http://dbpedia.org/resource/Maine	2	0.5	0.5	0.5
http://aksw.org/notInWiki/Alan_Rifkin_(Analyst)	1	1.0	1.0	1.0
http://dbpedia.org/resource/The_Detroit_News	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Robyn_Kneubuhl	1	1.0	1.0	1.0
http://dbpedia.org/resource/Tejay_van_Garderen	1	1.0	1.0	1.0
http://dbpedia.org/resource/Dish_Network	3	1.0	0.6666666666666666	0.8
http://aksw.org/notInWiki/Gene_Griffiss	1	1.0	1.0	1.0
http://aksw.org/notInWiki/International_Joint_Command	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Steve_McCausland	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Debbie_Kozak	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Mark_Wenger	1	1.0	1.0	1.0
http://dbpedia.org/resource/Angus_Houston	1	1.0	1.0	1.0
http://dbpedia.org/resource/United_States_Bureau_of_Reclamation	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chuck_Bednarik_Award	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Chad_Johnson_(wide_receiver)	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Benjamin_Lawsky	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/University_of_California,_San_Francisco	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Lido_Gallery_%26_Gifts	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Joey_Jackson	1	1.0	1.0	1.0
http://aksw.org/notInWiki/McCarran	1	1.0	1.0	1.0
http://dbpedia.org/resource/Bethanie_Mattek-Sands	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jacqueline_Maguire	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Pittsburgh_Steelers	1	1.0	1.0	1.0
http://dbpedia.org/resource/Aiea,_Hawaii	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Nicholas_County_Solid_Waste_Authority	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Evangel_Christian	1	1.0	1.0	1.0
http://dbpedia.org/resource/Boeremag	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Ben_Tanzer	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Bill_McDonough	1	1.0	1.0	1.0
http://dbpedia.org/resource/Cesare_Prandelli	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Cianbro	1	1.0	1.0	1.0
http://dbpedia.org/resource/Tony_Romo	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Chiu_Chun-wen	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Falmouth%5C%2FCumberland_Community_Chamber	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chicago_Bulls	1	1.0	1.0	1.0
http://dbpedia.org/resource/England_cricket_team	5	0.6666666666666666	0.4	0.5
http://dbpedia.org/resource/General_Motors	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Chris_Wood_(Coach)	1	1.0	1.0	1.0
http://aksw.org/notInWiki/U.S.-Japan_Council	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Ivan_Sorbel	1	1.0	1.0	1.0
http://aksw.org/notInWiki/San_Francisco_Police_Commission	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chilean_Gendarmerie	1	1.0	1.0	1.0
http://dbpedia.org/resource/Hassan_Nasrallah	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Telly_Lockette	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Jeff_Myers	1	1.0	1.0	1.0
http://dbpedia.org/resource/Rico_Brogna	1	1.0	1.0	1.0
http://dbpedia.org/resource/%CA%BBEwa_Beach,_Hawaii	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Bill_Ericson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Harold_Reynolds	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Carolina_Designer_Craftsmen_Guild	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Home_Cooking_School	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Pleasant_Street_neighborhood_network_center	1	1.0	1.0	1.0
http://dbpedia.org/resource/Sheldon_Adelson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Uganda	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Boulevard_and_Trumbull_Towing	2	0.5	0.5	0.5
http://dbpedia.org/resource/Aurora,_Colorado	2	1.0	1.0	1.0
http://aksw.org/notInWiki/Northern_Wake_Republican_Club	1	1.0	1.0	1.0
http://dbpedia.org/resource/BIMP-EAGA	1	1.0	1.0	1.0
http://dbpedia.org/resource/Control_Yuan	1	1.0	1.0	1.0
http://dbpedia.org/resource/Al-Shabaab	1	1.0	1.0	1.0
http://aksw.org/notInWiki/LaVern_Phillips	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Ken_Allen	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/CVS_MinuteClinic	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Costa-Castillo	1	1.0	1.0	1.0
http://dbpedia.org/resource/CBS	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Wang_Yilin	1	1.0	1.0	1.0
http://dbpedia.org/resource/Tim_Cook	1	1.0	1.0	1.0
http://dbpedia.org/resource/Herman_Edwards	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Rob_Engstrom	1	1.0	1.0	1.0
http://dbpedia.org/resource/BMC_Racing_Team	1	1.0	1.0	1.0
http://dbpedia.org/resource/Goldman_Sachs	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Elder_Walker	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Rick_Clark	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chicago	1	1.0	1.0	1.0
http://dbpedia.org/resource/Marblehead,_Massachusetts	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Adria_MacKenzie	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Salt_Lake_Valley_Health_Department	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Lenny_B._Robinson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Department_of_Motor_Vehicles	3	0.5	0.3333333333333333	0.4
http://aksw.org/notInWiki/Sandra_Park	1	1.0	1.0	1.0
http://dbpedia.org/resource/Lewiston_High_School	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Donnan	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Hu_Sheng-cheng	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Melissa_Mullis	1	1.0	1.0	1.0
http://dbpedia.org/resource/National_Venture_Capital_Association	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Shinzo_Nakanishi	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Brody_Benson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Ma_Ying-jeou	1	1.0	1.0	1.0
http://dbpedia.org/resource/Christine_Gregoire	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Clem_Sunter	1	1.0	1.0	1.0
http://dbpedia.org/resource/Todd_Watson	1	1.0	1.0	1.0
http://dbpedia.org/resource/United_States_Citizenship_and_Immigration_Services	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Athens_Regional_Medical_Center	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Martin_Dempsey	3	1.0	0.6666666666666666	0.8
http://dbpedia.org/resource/Cornell_University	1	1.0	1.0	1.0
http://dbpedia.org/resource/Montclair_Kimberley_Academy	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Aeroflot	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Young_Brothers	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Todd_Kenreck	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Colorado_College_Tigers	1	1.0	1.0	1.0
http://dbpedia.org/resource/Illinois	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Darrell_Brock_Jr.	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/China_Central_Television	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Council_on_American-Islamic_Relations-Michigan	1	1.0	1.0	1.0
http://dbpedia.org/resource/Giovanni_Trapattoni	1	1.0	1.0	1.0
http://dbpedia.org/resource/Hampden_Academy	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Geothermal_Energy_Association	1	1.0	1.0	1.0
http://dbpedia.org/resource/Corrections_Corporation_of_America	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Asif_Shahzad	1	1.0	1.0	1.0
http://dbpedia.org/resource/First_Student_%28United_States%29	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Brandon_Cain	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Taipei_City_Womens_Rescue_Foundation	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Bob_Martin	1	1.0	1.0	1.0
http://dbpedia.org/resource/Colville_tribe	1	1.0	1.0	1.0
http://dbpedia.org/resource/Kayla_Harrison	1	1.0	1.0	1.0
http://dbpedia.org/resource/October	1	1.0	1.0	1.0
http://aksw.org/notInWiki/La_Luz_Fundation	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Robert_Champion	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/American_Council_on_Education	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Highland_High_School_(Arkansas)	1	1.0	1.0	1.0
http://dbpedia.org/resource/Columbus,_Ohio	1	1.0	1.0	1.0
http://dbpedia.org/resource/Mohr_Davidow_Ventures	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Catherine_Crump	1	1.0	1.0	1.0
http://aksw.org/notInWiki/International_Boxing_Association	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Commission	1	1.0	1.0	1.0
http://dbpedia.org/resource/Caster_Semenya	1	1.0	1.0	1.0
http://dbpedia.org/resource/Robert_Guerrero	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Steve_Owen	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Conway,_Arkansas	1	1.0	1.0	1.0
http://dbpedia.org/resource/Bo_Xilai	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/IRENE_HIRANO_INOUYE	1	1.0	1.0	1.0
http://dbpedia.org/resource/Kelley_Blue_Book	1	1.0	1.0	1.0
http://dbpedia.org/resource/Eric_Liddell	1	1.0	1.0	1.0
http://dbpedia.org/resource/Molly_Corbett_Broad	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Arthur_Kwesi-John	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Cupsuptic_Lake	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Justin_Higgs	1	1.0	1.0	1.0
http://dbpedia.org/resource/Cleveland_Indians	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/Kelsey_Grammer	1	1.0	1.0	1.0
http://dbpedia.org/resource/Manny_Acta	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Dan_Walsch	1	1.0	1.0	1.0
http://dbpedia.org/resource/Cleveland_Browns	1	1.0	1.0	1.0
http://dbpedia.org/resource/Michigan_Supreme_Court	1	1.0	1.0	1.0
http://dbpedia.org/resource/New_York_Giants	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Marlene_McClinton	1	1.0	1.0	1.0
http://dbpedia.org/resource/Raleigh,_North_Carolina	1	1.0	1.0	1.0
http://dbpedia.org/resource/Decatur,_Georgia	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Judith_Albert	1	1.0	1.0	1.0
http://dbpedia.org/resource/Georgia_(country)	1	1.0	1.0	1.0
http://dbpedia.org/resource/Olympique_de_Marseille	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Karl_Gawell	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Mark_Heesen	1	0.3333333333333333	1.0	0.5
http://aksw.org/notInWiki/City_of_Colleges	1	1.0	1.0	1.0
http://dbpedia.org/resource/Vitaly_Churkin	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Paul_Edwards	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/London_Olympics	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Charlie	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Lonmin	1	0.5	1.0	0.6666666666666666
http://aksw.org/notInWiki/Hurricane_Redskins	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Andrew_Sussman	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Tyrann_Mathieu	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Dallas_Educational_Foundation	1	1.0	1.0	1.0
http://dbpedia.org/resource/United_States	2	1.0	0.5	0.6666666666666666
http://dbpedia.org/resource/CBS_Sports	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Carlo_Fusco	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Amazon.com	2	0.5	0.5	0.5
http://aksw.org/notInWiki/Daniel_Berlant	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Darryl_Larson	1	1.0	1.0	1.0
http://dbpedia.org/resource/Gatineau	1	0.5	1.0	0.6666666666666666
http://dbpedia.org/resource/Russia_in_Global_Affairs	1	1.0	1.0	1.0
http://dbpedia.org/resource/Amnesty_International	1	1.0	1.0	1.0
http://dbpedia.org/resource/Norwest_Venture_Partners	1	1.0	1.0	1.0
http://dbpedia.org/resource/Appalachian_Power	2	1.0	1.0	1.0
http://dbpedia.org/resource/T%C3%ADmea_Babos	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Judy_Frankel_Antiques	1	1.0	1.0	1.0
http://dbpedia.org/resource/Charles_Elachi	2	1.0	0.5	0.6666666666666666
http://aksw.org/notInWiki/Hilary_Bassett	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Route_29_Batman	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Kim_Seung-youn	1	1.0	1.0	1.0
http://dbpedia.org/resource/Chad_Johnson_(cornerback)	1	1.0	1.0	1.0
http://aksw.org/notInWiki/Mary	1	1.0	1.0	1.0
